//gen_int1
-204.44,	 -27.154,	 1001.3,	  -204.44,	 -26.454,	 1001.3,	 0,			 16,	 8,		 "TATTOO",	 
-26.6916,	 -57.8149,	 1002.55,  	 -26.6916,	 -55.7149,	 1002.55,	 0,			 6,		 1,		 "X7_11S",	 
-30.9467,	 -91.7096,	 1002.55,  	 -30.9467,	 -89.6096,	 1002.55,	 0,			 18,	 1,		 "X7_11B",	 
-25.1326,	 -141.167,	 1002.55,  	 -25.1326,	 -139.067,	 1002.55,	 0,			 16,	 1,		 "X7_11C",	 
-25.8845,	 -187.969,	 1002.55,  	 -25.8845,	 -185.869,	 1002.55,	 0,			 17,	 1,		 "X7_11D",	 
-27.3123,	 -31.3776,	 1002.55,  	 -27.3123,	 -29.2776,	 1002.55,	 0,			 4,		 1,		 "X711S2",	 
6.09118,	 -31.3719,	 1002.55,  	 6.09118,	 -29.2719,	 1002.55,	 0,			 10,	 1,		 "X711S3",	 
-100.326,	 -24.9165,	 999.742,  	 -100.326,	 -22.8165,	 999.742,	 0,			 3,		 0,		 "SEXSHOP",	 
-204.44,	 -9.1696,	 1001.3,   	 -204.44,	 -8.4696,	 1001.3,	 0,			 17,	 8,		 "TATTO2",	 
-204.44,	 -44.3525,	 1001.3,   	 -204.44,	 -43.6525,	 1001.3,	 0,			 3,		 8,		 "TATTO3",	 
1700.74,	 -1668.48,	 19.2198,  	 1703.75,	 -1668.48,	 19.2195,	 270,		 18,	 0,		 "ATRIUMX",	 
1726.19,	 -1638.01,	 19.2679,  	 1726.18,	 -1641.01,	 19.2676,	 180,		 18,	 0,		 "ATRIUME",	 
//gen_int2
447.135,	 1398.24,	 1083.34,  	 447.735,	 1400.44,	 1083.34,	 -1,		 2,		 1,		 "VGHSB1",	 
221.667,	 1140.39,	 1081.68,  	 221.667,	 1143.39,	 1081.68,	 0,			 4,		 1,		 "LAHSS6",	 
491.211,	 1399.29,	 1079.34,  	 490.811,	 1401.49,	 1079.34,	 0,			 2,		 3,		 "VGHSB3",	 
328.094,	 1478.09,	 1083.45,  	 328.494,	 1480.59,	 1083.45,	 0,			 15,	 1,		 "VGSHS2",	 
235.509,	 1187.57,	 1079.34,  	 235.109,	 1189.77,	 1079.34,	 0,			 3,		 1,		 "LAHSB4",	 
234.046,	 1063.88,	 1083.31,  	 234.046,	 1064.88,	 1083.31,	 0,			 6,		 0,		 "LAHSB1",	 
225.631,	 1021.48,	 1083.07,  	 225.631,	 1022.48,	 1083.07,	 0,			 7,		 0,		 "LAHSB2",	 
226.723,	 1114.39,	 1080.19,  	 227.723,	 1114.39,	 1080.19,	 270,		 5,		 0,		 "LAHSB3",	 
260.542,	 1237.51,	 1083.26,  	 260.942,	 1238.51,	 1083.26,	 -2,		 9,		 0,		 "LAHS2B",	 
260.984,	 1284.55,	 1079.3,   	 260.984,	 1286.55,	 1079.3,	 0,			 4,		 0,		 "LAHS2A",	 
386.804,	 1471.77,	 1079.21,  	 385.804,	 1471.77,	 1079.21,	 90,		 15,	 0,		 "VGSHM2",	 
376.972,	 1417.27,	 1080.41,  	 375.972,	 1417.27,	 1080.41,	 90,		 15,	 0,		 "VGSHM3",	 
295.139,	 1472.47,	 1079.52,  	 295.139,	 1474.47,	 1079.52,	 0,			 15,	 0,		 "VGHSS1",	 
226.757,	 1240,		 1081.15,  	 225.757,	 1240,		 1081.15,	 90,		 2,		 0,		 "LAHS1A",	 
223.044,	 1287.26,	 1081.2,   	 223.044,	 1289.26,	 1081.2,	 0,			 1,		 0,		 "LAHS1B",	 
//gen_int3
1133.07,	 -12.7731,	 999.75,   	 1133.07,	 -9.57306,	 999.75,	 0,			 12,	 3,		 "CASINO2",	 
940.922,	 -18.307,	 1000.18,  	 940.922,	 -17.007,	 1000.18,	 0,			 3,		 11,	 "BROTHL1",	 
772.112,	 -4.99865,	 999.688,  	 772.112,	 -3.89865,	 999.688,	 0,			 5,		 1,		 "GYM1",	 
618.283,	 -74.815,	 997.014,  	 616.783,	 -74.815,	 997.014,	 90,		 2,		 43,	 "CARMOD2",	 
617.786,	 -124.239,	 996.995,  	 615.286,	 -124.239,	 996.995,	 90,		 3,		 43,	 "CARMOD3",	 
1306.71,	 2.21274,	 999.932,  	 1302.52,	 -1.78751,	 999.932,	 148,		 18,	 98,	 "GENWRHS",	 
834.819,	 7.418,		 1003.18,  	 833.819,	 7.418,		 1003.18,	 90,		 3,		 0,		 "GENOTB",	 
774.214,	 -50.0243,	 999.688,  	 774.214,	 -48.9243,	 999.688,	 0,			 6,		 1,		 "GYM2",	 
773.58,		 -78.1967,	 999.688,  	 773.58,	 -77.0967,	 999.688,	 0,			 7,		 1,		 "GYM3",	 
1416.82,	 2.21274,	 999.932,  	 1412.64,	 -1.78751,	 999.932,	 148,		 1,		 98,	 "SMASHTV",	 
1527.23,	 -14.7745,	 1001.27,  	 1527.23,	 -11.5745,	 1001.27,	 0,			 3,		 0,		 "BDUPS",	 
1523.51,	 -51.0212,	 1001.27,  	 1523.51,	 -47.8212,	 1001.27,	 0,			 2,		 0,		 "BDUPS1",	 
1212.02,	 -25.8631,	 1000.09,  	 1212.02,	 -28.6631,	 1000.09,	 -180,		 3,		 1,		 "STRIP2",	 
1038.51,	 -3.86375,	 1000.09,  	 1038.51,	 -0.663752,	 1000.09,	 0,			 3,		 2,		 "STUDIO",	 
967.107,	 -53.5055,	 1000.18,  	 964.107,	 -53.2055,	 1000.18,	 90,		 3,		 3,		 "BROTHL2",	 
516.271,	 -17.7119,	 1000.46,  	 516.271,	 -16.6119,	 1000.46,	 0,			 3,		 3,		 "OGLOCS",	 
617.536,	 -1.99,		 999.98,   	 617.536,	 -1.99,		 999.98,	 90,		 1,		 43,	 "CARMOD1",	 
1204.81,	 -12.7868,	 1000.09,  	 1204.81,	 -12.5868,	 1000.09,	 0,			 2,		 1,		 "LASTRIP",	 
//gen_int4
246.784,	 62.2002,	 1002.64,  	 246.784,	 63.9002,	 1002.64,	 0,			 6,		 0,		 "POLICE1",	 
246.376,	 107.546,	 1002.28,  	 246.376,	 109.246,	 1002.28,	 0,			 10,	 0,		 "POLICE2",	 
238.662,	 139.352,	 1002.05,  	 238.662,	 141.052,	 1002.05,	 0,			 3,		 0,		 "POLICE4",	 
243.412,	 305.033,	 998.232,  	 244.412,	 305.033,	 998.232,	 270,		 1,		 0,		 "GF1",		 
272.885,	 307.932,	 998.326,  	 271.885,	 306.632,	 998.326,	 134,		 2,		 0,		 "GF2",		 
292.783,	 310.032,	 998.155,  	 291.283,	 310.032,	 998.155,	 90,		 3,		 0,		 "GF3",		 
302.181,	 300.023,	 998.232,  	 302.181,	 300.723,	 998.232,	 0,			 4,		 0,		 "GF4",		 
322.198,	 301.798,	 998.232,  	 322.198,	 302.498,	 998.232,	 0,			 5,		 0,		 "GF5",		 
288.746,	 167.651,	 1006.18,  	 288.746,	 169.351,	 1006.18,	 0,			 3,		 0,		 "POLICE3",	 
343.915,	 305.033,	 998.232,  	 344.915,	 305.033,	 998.232,	 270,		 6,		 0,		 "GF6",	 1,	 
//gen_int5
203.778,	 -49.8924,	 1000.8,   	 203.778,	 -48.4924,	 1000.8,	 0,			 1,		 8,		 "LACS1",	 
207.055,	 -139.805,	 1002.52,  	 207.055,	 -138.805,	 1002.52,	 0,			 3,		 8,		 "CSSPRT",	 
207.738,	 -111.42,	 1004.27,  	 207.738,	 -109.02,	 1004.27,	 0,			 15,	 8,		 "CSCHP",	 
411.626,	 -23.3333,	 1000.8,   	 411.626,	 -21.4333,	 1000.8,	 0,			 2,		 9,		 "BARBERS",	 
286.149,	 -41.5444,	 1000.57,  	 286.149,	 -40.6444,	 1000.57,	 -0.100006,	 1,		 8,		 "AMMUN1",	 
